occurred_at;prev_commit;conflict_id;conflict_type;config_types;link;changed_artifact;changed_option;cmd;rating;notes;types
369c0cc04a1508f77c2b874fce61e1542f44a0f0;5086f4ad4a292823c8846a3de95c7f50f887e53b;aa2d4085b7ddc57f24c20dab73fd30aa;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;node::::tools/eslint/node_modules/js-yaml/package.json::::_requested::::type::::version <-> node::::tools/eslint/node_modules/mute-stream/package.json::::_requested::::type::::version;tools/eslint/node_modules/js-yaml/package.json;node::::tools/eslint/node_modules/js-yaml/package.json::::_requested::::type(location: 30);git show 369c0cc04a1508f77c2b874fce61e1542f44a0f0 -- tools/eslint/node_modules/js-yaml/package.json;borderline;not sure if other part of the link is the same library;unknown
df1b2f0a69581de41e6185aba8dc405502a71e15;ac06bb864e85452cf4f19abd7796a0b606d77443;ac3be3fe63c02ef1de6b4b12d5b2eed2;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/eslint/node_modules/is-alphanumerical/package.json::::devDependencies::::prettier::::prettier:^1.12.1 <-> node::::tools/node_modules/eslint/node_modules/unified/package.json::::devDependencies::::prettier::::prettier:^1.12.1;tools/node_modules/eslint/node_modules/is-alphanumerical/package.json;node::::tools/node_modules/eslint/node_modules/is-alphanumerical/package.json::::devDependencies::::prettier(location: 27);git show df1b2f0a69581de41e6185aba8dc405502a71e15 -- tools/node_modules/eslint/node_modules/is-alphanumerical/package.json;yes;library version changed;version number
369c0cc04a1508f77c2b874fce61e1542f44a0f0;5086f4ad4a292823c8846a3de95c7f50f887e53b;473becc03531e298b42bd44ac130b371;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;node::::tools/eslint/node_modules/brace-expansion/package.json::::_nodeVersion::::4.2.1 <-> node::::tools/eslint/node_modules/globby/package.json::::_nodeVersion::::4.2.1;tools/eslint/node_modules/brace-expansion/package.json;node::::tools/eslint/node_modules/brace-expansion/package.json::::_nodeVersion(location: 13);git show 369c0cc04a1508f77c2b874fce61e1542f44a0f0 -- tools/eslint/node_modules/brace-expansion/package.json;yes;nodeVersion changed;unknown
f1ae0e0a99fd5ae0350753ef0f4acb1af401da76;3c6b8529b79d0eefb6da27c9180f13f4b5900792;b089a1825c36e790b2727d1df5dbbfd7;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node-lint-md-cli-rollup/package.json::::version::::version:2.0.1 <-> node::::tools/node_modules/eslint/node_modules/fast-deep-equal/package.json::::version::::version:2.0.1;tools/node-lint-md-cli-rollup/package.json;node::::tools/node-lint-md-cli-rollup/package.json::::version(location: 4);git show f1ae0e0a99fd5ae0350753ef0f4acb1af401da76 -- tools/node-lint-md-cli-rollup/package.json;yes;file version changed;version number
df1b2f0a69581de41e6185aba8dc405502a71e15;ac06bb864e85452cf4f19abd7796a0b606d77443;8409609c1ef4662801cc5e81b4a5516a;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/eslint/node_modules/chalk/package.json::::devDependencies::::coveralls::::coveralls:^3.0.0 <-> node::::tools/node_modules/eslint/node_modules/fast-json-stable-stringify/package.json::::devDependencies::::coveralls::::coveralls:^3.0.0;tools/node_modules/eslint/node_modules/chalk/package.json;node::::tools/node_modules/eslint/node_modules/chalk/package.json::::devDependencies::::coveralls(location: 14);git show df1b2f0a69581de41e6185aba8dc405502a71e15 -- tools/node_modules/eslint/node_modules/chalk/package.json;yes;library version changed;version number
8acce040c98455d0297522af90144c654243840f;1e3f6d9d2ab9dd47ec80d885e18ebfbc31f877f2;93ba406274f4d16b5d82a898cd30838f;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/eslint/node_modules/chalk/node_modules/ansi-styles/package.json::::devDependencies::::babel-polyfill::::babel-polyfill:^6.23.0 <-> node::::tools/node_modules/eslint/package.json::::devDependencies::::babel-polyfill::::babel-polyfill:^6.23.0;tools/node_modules/eslint/package.json;node::::tools/node_modules/eslint/package.json::::devDependencies::::babel-polyfill(location: 82);git show 8acce040c98455d0297522af90144c654243840f -- tools/node_modules/eslint/package.json;yes;library version changed;version number
b301bfad691dcd3763f277a54cd8d53f85c3776e;3d03eead5160c425a8837cd64e25932d7dc74e7b;96c759d3abe60bc3c2f8586e524aa683;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/eslint/node_modules/esrecurse/package.json::::devDependencies::::chai::::chai:^2.1.1 <-> node::::tools/eslint/node_modules/estraverse/package.json::::devDependencies::::chai::::chai:^2.1.1;tools/eslint/node_modules/esrecurse/package.json;node::::tools/eslint/node_modules/esrecurse/package.json::::devDependencies::::chai(location: 49);git show b301bfad691dcd3763f277a54cd8d53f85c3776e -- tools/eslint/node_modules/esrecurse/package.json;yes;library version changed;version number
8acce040c98455d0297522af90144c654243840f;1e3f6d9d2ab9dd47ec80d885e18ebfbc31f877f2;18acc164650c23fb89bf68ad2b886ec8;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/eslint/node_modules/character-reference-invalid/package.json::::devDependencies::::browserify::::browserify:^14.0.0 <-> node::::tools/node_modules/eslint/node_modules/vfile/package.json::::devDependencies::::browserify::::browserify:^14.0.0;tools/node_modules/eslint/node_modules/character-reference-invalid/package.json;node::::tools/node_modules/eslint/node_modules/character-reference-invalid/package.json::::devDependencies::::browserify(location: 46);git show 8acce040c98455d0297522af90144c654243840f -- tools/node_modules/eslint/node_modules/character-reference-invalid/package.json;yes;library version changed;version number
135372da5243e6066d7af87d8c21502111602b0f;3615522180d3822fc849576d172516240c4ffe3c;f4b1c49970afed9af7a426a360f99e80;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/eslint/node_modules/@babel/helper-module-transforms/package.json::::dependencies::::@babel/helper-environment-visitor::::@babel/helper-environment-visitor:^7.16.7 <-> node::::tools/node_modules/eslint/node_modules/@babel/traverse/package.json::::dependencies::::@babel/helper-environment-visitor::::@babel/helper-environment-visitor:^7.16.7;tools/node_modules/eslint/node_modules/@babel/traverse/package.json;node::::tools/node_modules/eslint/node_modules/@babel/traverse/package.json::::dependencies::::@babel/helper-environment-visitor(location: 21);git show 135372da5243e6066d7af87d8c21502111602b0f -- tools/node_modules/eslint/node_modules/@babel/traverse/package.json;yes;library version changed;version number
b301bfad691dcd3763f277a54cd8d53f85c3776e;3d03eead5160c425a8837cd64e25932d7dc74e7b;042b13a9c9f57242e553ef20a1946f24;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;node::::tools/eslint/node_modules/es6-map/package.json::::_nodeVersion::::4.2.2 <-> node::::tools/eslint/node_modules/escope/package.json::::_nodeVersion::::4.2.2;tools/eslint/node_modules/escope/package.json;node::::tools/eslint/node_modules/escope/package.json::::_nodeVersion(location: 13);git show b301bfad691dcd3763f277a54cd8d53f85c3776e -- tools/eslint/node_modules/escope/package.json;yes;nodeVersion changed;unknown
df1b2f0a69581de41e6185aba8dc405502a71e15;ac06bb864e85452cf4f19abd7796a0b606d77443;79ed7a8539666a8af8dfe410153da8f2;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/eslint/node_modules/is-whitespace-character/package.json::::version::::version:1.0.3 <-> node::::tools/node_modules/eslint/node_modules/sprintf-js/package.json::::version::::version:1.0.3;tools/node_modules/eslint/node_modules/is-whitespace-character/package.json;node::::tools/node_modules/eslint/node_modules/is-whitespace-character/package.json::::version(location: 82);git show df1b2f0a69581de41e6185aba8dc405502a71e15 -- tools/node_modules/eslint/node_modules/is-whitespace-character/package.json;yes;file version changed;version number
bc5c73c8cc04330231cbee02d794618af62d0370;1926ad4ba981ad26923892fc108abec22454844a;50478a5ab650627806b135befd8216d7;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/eslint/node_modules/color-name/package.json::::version::::version:1.1.1 <-> node::::tools/node_modules/eslint/node_modules/unherit/package.json::::version::::version:1.1.1;tools/node_modules/eslint/node_modules/color-name/package.json;node::::tools/node_modules/eslint/node_modules/color-name/package.json::::version(location: 29);git show bc5c73c8cc04330231cbee02d794618af62d0370 -- tools/node_modules/eslint/node_modules/color-name/package.json;yes;file version changed;version number
ba14505c9eef307f38d5b82a79b6c493ec5fa13c;3f44b54aac6d736bf4d813663e48117a6ae4f165;db124c15b0de2b09bc954fa02bf74eeb;ModifiedOptionConflict;ConfigType.URL<->ConfigType.URL;node::::tools/node_modules/@babel/eslint-parser/node_modules/esrecurse/node_modules/estraverse/package.json::::repository::::url::::http://github.com/estools/estraverse.git <-> node::::tools/node_modules/eslint/node_modules/esrecurse/node_modules/estraverse/package.json::::repository::::url::::http://github.com/estools/estraverse.git;tools/node_modules/eslint/node_modules/esrecurse/node_modules/estraverse/package.json;node::::tools/node_modules/eslint/node_modules/esrecurse/node_modules/estraverse/package.json::::repository::::url(location: 3);git show ba14505c9eef307f38d5b82a79b6c493ec5fa13c -- tools/node_modules/eslint/node_modules/esrecurse/node_modules/estraverse/package.json;yes;url changed;url
9d2ef56984f53e2a01376bce3a9e5c419cd2d805;202437b41ec5018f87ec9b2b2e1986b94b422961;8ed5bbc39e6156bb0f11a14184b08300;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/@babel/core/node_modules/@babel/generator/package.json::::dependencies::::@babel/types::::@babel/types:^7.15.0 <-> node::::tools/node_modules/@babel/core/node_modules/@babel/helper-member-expression-to-functions/package.json::::dependencies::::@babel/types::::@babel/types:^7.15.0;tools/node_modules/@babel/core/node_modules/@babel/helper-member-expression-to-functions/package.json;node::::tools/node_modules/@babel/core/node_modules/@babel/helper-member-expression-to-functions/package.json::::dependencies::::@babel/types(location: 18);git show 9d2ef56984f53e2a01376bce3a9e5c419cd2d805 -- tools/node_modules/@babel/core/node_modules/@babel/helper-member-expression-to-functions/package.json;yes;library version changed;version number
369c0cc04a1508f77c2b874fce61e1542f44a0f0;5086f4ad4a292823c8846a3de95c7f50f887e53b;121f606ef73ac597b7d6e6930da4a96d;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;node::::tools/eslint/node_modules/es6-map/package.json::::_nodeVersion::::4.2.2 <-> node::::tools/eslint/node_modules/js-yaml/package.json::::_nodeVersion::::4.2.2;tools/eslint/node_modules/js-yaml/package.json;node::::tools/eslint/node_modules/js-yaml/package.json::::_nodeVersion(location: 13);git show 369c0cc04a1508f77c2b874fce61e1542f44a0f0 -- tools/eslint/node_modules/js-yaml/package.json;yes;nodeVersion changed;unknown
df1b2f0a69581de41e6185aba8dc405502a71e15;ac06bb864e85452cf4f19abd7796a0b606d77443;58575e376c8340f02f8814590b75ca62;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/eslint/node_modules/js-yaml/package.json::::devDependencies::::mocha::::mocha:^5.2.0 <-> node::::tools/node_modules/eslint/node_modules/regexpp/package.json::::devDependencies::::mocha::::mocha:^5.2.0;tools/node_modules/eslint/node_modules/regexpp/package.json;node::::tools/node_modules/eslint/node_modules/regexpp/package.json::::devDependencies::::mocha(location: 23);git show df1b2f0a69581de41e6185aba8dc405502a71e15 -- tools/node_modules/eslint/node_modules/regexpp/package.json;yes;library version changed;version number
8c5efd2b59c164b3b93a03cbe5d2aac0f5470026;ed320009fcaa3db95762ca602664f48c78a06c0b;bb24324f8daf651122650efa8e3ff297;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/eslint/node_modules/@babel/template/package.json::::dependencies::::@babel/types::::@babel/types:^7.16.7 <-> node::::tools/node_modules/eslint/node_modules/@babel/traverse/package.json::::dependencies::::@babel/types::::@babel/types:^7.16.7;tools/node_modules/eslint/node_modules/@babel/traverse/package.json;node::::tools/node_modules/eslint/node_modules/@babel/traverse/package.json::::dependencies::::@babel/types(location: 26);git show 8c5efd2b59c164b3b93a03cbe5d2aac0f5470026 -- tools/node_modules/eslint/node_modules/@babel/traverse/package.json;yes;library version changed;version number
df1b2f0a69581de41e6185aba8dc405502a71e15;ac06bb864e85452cf4f19abd7796a0b606d77443;b772bbe0f96f77d204a478c854268f76;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/eslint/node_modules/is-fullwidth-code-point/package.json::::devDependencies::::ava::::ava:^1.3.1 <-> node::::tools/node_modules/eslint/node_modules/strip-ansi/package.json::::devDependencies::::ava::::ava:^1.3.1;tools/node_modules/eslint/node_modules/strip-ansi/package.json;node::::tools/node_modules/eslint/node_modules/strip-ansi/package.json::::devDependencies::::ava(location: 17);git show df1b2f0a69581de41e6185aba8dc405502a71e15 -- tools/node_modules/eslint/node_modules/strip-ansi/package.json;yes;library version changed;version number
af21dd7a5c0b5589896c4a8fddf5416eca87c043;ad80de14fbc50f94b6688c28342edc9d89a93848;3f3f9b7dbea17bd3cced3f4855635f0d;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/eslint-plugin-markdown/node_modules/unist-util-stringify-position/package.json::::devDependencies::::xo::::xo:^0.20.0 <-> node::::tools/node_modules/eslint/node_modules/@babel/highlight/node_modules/supports-color/package.json::::devDependencies::::xo::::xo:^0.20.0;tools/node_modules/eslint-plugin-markdown/node_modules/unist-util-stringify-position/package.json;node::::tools/node_modules/eslint-plugin-markdown/node_modules/unist-util-stringify-position/package.json::::devDependencies::::xo(location: 46);git show af21dd7a5c0b5589896c4a8fddf5416eca87c043 -- tools/node_modules/eslint-plugin-markdown/node_modules/unist-util-stringify-position/package.json;yes;library version changed;version number
8c5efd2b59c164b3b93a03cbe5d2aac0f5470026;ed320009fcaa3db95762ca602664f48c78a06c0b;32171fb1b1b51047caa1724896571235;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;node::::tools/node_modules/eslint/node_modules/@babel/helper-split-export-declaration/package.json::::version::::version:7.16.7 <-> node::::tools/node_modules/eslint/node_modules/@babel/types/package.json::::version::::version:7.16.7;tools/node_modules/eslint/node_modules/@babel/types/package.json;node::::tools/node_modules/eslint/node_modules/@babel/types/package.json::::version(location: 3);git show 8c5efd2b59c164b3b93a03cbe5d2aac0f5470026 -- tools/node_modules/eslint/node_modules/@babel/types/package.json;yes;file version changed;version number
