occurred_at;prev_commit;conflict_id;conflict_type;config_types;link;changed_artifact;changed_option;cmd;rating;notes
d071a8b27cdc84492754e647da8e2279c1351214;07fcedbcd864700e95b8216e9f1232bf131bf2d5;8d58008d0a3288e05b1507ea6c7a8a6a;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;elasticsearch::::distribution/docker/docker-compose.yml::::version::::version:3 <-> elasticsearch::::x-pack/snapshot-tool/qa/s3/docker-compose.yml::::version::::version:3;distribution/docker/docker-compose.yml;elasticsearch::::distribution/docker/docker-compose.yml::::version(location: 2);git show d071a8b27cdc84492754e647da8e2279c1351214 -- distribution/docker/docker-compose.yml;yes;different versions docker-compose
de9e7c05512e9a079f2e209198ea868d1dd52ee8;f5c29dc4e59687941c41b1fa4fd150ba75105f0f;358bb4e1288e2469ac32beb884f850b6;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;elasticsearch::::distribution/docker/docker-compose.yml::::version::::version:3.7 <-> elasticsearch::::qa/remote-clusters/docker-compose.yml::::version::::version:3.7;distribution/docker/docker-compose.yml;elasticsearch::::distribution/docker/docker-compose.yml::::version(location: 2);git show de9e7c05512e9a079f2e209198ea868d1dd52ee8 -- distribution/docker/docker-compose.yml;yes;different versions docker-compose
