occurred_at;prev_commit;conflict_id;conflict_type;config_types;link;changed_artifact;changed_option;cmd;rating;notes
49733dd005b5e6966a856bdcfa620a71b1a96a22;60adbc6d3426f60bb4c7be9a0e0efb24862833dc;861a1bfd291b57cfe2fb182e35a4ef50;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-design-tokens/package.json::::version::::version:3.12.0-next.1 <-> gatsby::::packages/gatsby-plugin-typography/package.json::::version::::version:3.12.0-next.1;packages/gatsby-plugin-typography/package.json;gatsby::::packages/gatsby-plugin-typography/package.json::::version(location: 4);git show 49733dd005b5e6966a856bdcfa620a71b1a96a22 -- packages/gatsby-plugin-typography/package.json;yes;file version changed
6e7b41650f33e27559b9d395b90a1871f83c3e22;0d246caa2f5462ce6fa4f1a5d19b894a60d3e8be;5aebb467a9d8ddb6beea2997c176bf0b;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-plugin-sitemap/package.json::::version::::version:2.0.1 <-> gatsby::::packages/gatsby-transformer-javascript-frontmatter/package.json::::version::::version:2.0.1;packages/gatsby-transformer-javascript-frontmatter/package.json;gatsby::::packages/gatsby-transformer-javascript-frontmatter/package.json::::version(location: 4);git show 6e7b41650f33e27559b9d395b90a1871f83c3e22 -- packages/gatsby-transformer-javascript-frontmatter/package.json;yes;file version changed
fc9977a21090710cbdddf7b615996c4056148443;a04cbf64ee9aaadb4e22a163898f01da63270375;c20b130166f8a9126facf0789113b3de;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-transformer-screenshot/lambda/package.json::::dependencies::::gatsby-core-utils::::gatsby-core-utils:^1.0.18 <-> gatsby::::packages/gatsby/package.json::::dependencies::::gatsby-core-utils::::gatsby-core-utils:^1.0.18;packages/gatsby/package.json;gatsby::::packages/gatsby/package.json::::dependencies::::gatsby-core-utils(location: 74);git show fc9977a21090710cbdddf7b615996c4056148443 -- packages/gatsby/package.json;yes;library version changed
a7d1acd493fe2b38622660e45462148f451ef3cf;a3c65d872286b166a5f15a89312dd562e83db882;08b5a5c64ee3ba0d4114758363f41664;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-theme-ui-preset/package.json::::devDependencies::::gatsby::::gatsby:^2.21.35 <-> gatsby::::starters/gatsby-starter-theme-workspace/example/package.json::::dependencies::::gatsby::::gatsby:^2.21.35;packages/gatsby-theme-ui-preset/package.json;gatsby::::packages/gatsby-theme-ui-preset/package.json::::devDependencies::::gatsby(location: 7);git show a7d1acd493fe2b38622660e45462148f451ef3cf -- packages/gatsby-theme-ui-preset/package.json;yes;library version changed
620359b113e9f591e640096d2d6226ff527bc274;dc027a3181e7898fbcd434ef1e3507756510c978;7fbc54e6b70de934baa0dd569036dd52;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-source-graphql/package.json::::version::::version:2.5.1 <-> gatsby::::packages/gatsby-transformer-sharp/package.json::::version::::version:2.5.1;packages/gatsby-transformer-sharp/package.json;gatsby::::packages/gatsby-transformer-sharp/package.json::::version(location: 4);git show 620359b113e9f591e640096d2d6226ff527bc274 -- packages/gatsby-transformer-sharp/package.json;yes;file version changed
15a84a60b5c92c8ff7ebc459280a2cf3c4cbd2a9;9be91976faf9c231357eabcdddb2864b7a4d1cc7;64a6194923519b1606e50dee01c3e802;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-page-utils/package.json::::version::::version:0.2.24 <-> gatsby::::packages/gatsby-recipes/package.json::::version::::version:0.2.24;packages/gatsby-recipes/package.json;gatsby::::packages/gatsby-recipes/package.json::::version(location: 4);git show 15a84a60b5c92c8ff7ebc459280a2cf3c4cbd2a9 -- packages/gatsby-recipes/package.json;yes;file version changed
10238000ecd6aabc102e1549cf252604d7d3686b;d1bef422f815ec91852bd9e4e39e75cca5e56fbf;723a031fcf1f08ecf4272f2b88c00278;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-plugin-glamor/package.json::::version::::version:1.0.0-alpha14 <-> gatsby::::packages/gatsby-transformer-json/package.json::::version::::version:1.0.0-alpha14;packages/gatsby-transformer-json/package.json;gatsby::::packages/gatsby-transformer-json/package.json::::version(location: 3);git show 10238000ecd6aabc102e1549cf252604d7d3686b -- packages/gatsby-transformer-json/package.json;yes;file version changed
283a35167e936766f9db3e971ccce3a6cf952d5c;f3fb1b54b7e6b98d8497d0ffc9d51b038ff3ebfb;57858aec96af6fad0d29a870566111f3;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-remark-custom-blocks/package.json::::version::::version:2.1.21 <-> gatsby::::packages/gatsby-source-npm-package-search/package.json::::version::::version:2.1.21;packages/gatsby-remark-custom-blocks/package.json;gatsby::::packages/gatsby-remark-custom-blocks/package.json::::version(location: 4);git show 283a35167e936766f9db3e971ccce3a6cf952d5c -- packages/gatsby-remark-custom-blocks/package.json;yes;file version changed
e2d33c36b54b20beda486ec105236366a94a670e;5ed7917875da8de6d8fa2e1849f202a396fc5694;3b2c0af41c29371655dcb4ab23103e06;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-plugin-no-sourcemaps/package.json::::version::::version:3.12.0-next.0 <-> gatsby::::packages/gatsby-source-mongodb/package.json::::version::::version:3.12.0-next.0;packages/gatsby-source-mongodb/package.json;gatsby::::packages/gatsby-source-mongodb/package.json::::version(location: 4);git show e2d33c36b54b20beda486ec105236366a94a670e -- packages/gatsby-source-mongodb/package.json;yes;file version changed
b237972943f4fb559950495017ab7965bf347243;e8ea79f2930e7aacc0083a24fa00517fa95fa794;926072e500f4842c93563d03d3e682b5;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-plugin-cxs/package.json::::version::::version:2.1.2 <-> gatsby::::packages/gatsby-source-faker/package.json::::version::::version:2.1.2;packages/gatsby-source-faker/package.json;gatsby::::packages/gatsby-source-faker/package.json::::version(location: 4);git show b237972943f4fb559950495017ab7965bf347243 -- packages/gatsby-source-faker/package.json;yes;file version changed
899358297bc6c4ec9df54d75acc9f7afecb5adc9;b2f240888b10f6b91ab174ab106ff0db6c89f776;f0ee08ed41b481e26d829acb51eae45e;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-cli/package.json::::devDependencies::::@babel/cli::::@babel/cli:7.0.0-beta.51 <-> gatsby::::packages/gatsby-source-lever/package.json::::devDependencies::::@babel/cli::::@babel/cli:7.0.0-beta.51;packages/gatsby-source-lever/package.json;gatsby::::packages/gatsby-source-lever/package.json::::devDependencies::::@babel/cli(location: 21);git show 899358297bc6c4ec9df54d75acc9f7afecb5adc9 -- packages/gatsby-source-lever/package.json;yes;library version changed
b237972943f4fb559950495017ab7965bf347243;e8ea79f2930e7aacc0083a24fa00517fa95fa794;dc94a47fe69dc6b301e8a4ff1b0f850f;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-plugin-jss/package.json::::version::::version:2.1.3 <-> gatsby::::packages/gatsby-source-npm-package-search/package.json::::version::::version:2.1.3;packages/gatsby-source-npm-package-search/package.json;gatsby::::packages/gatsby-source-npm-package-search/package.json::::version(location: 4);git show b237972943f4fb559950495017ab7965bf347243 -- packages/gatsby-source-npm-package-search/package.json;yes;file version changed
6891be7050c5d6a93c1c20658b7ed8d297ef440b;bcae615009196a626965e665ec6e6b383b7a6cd3;49e350225e7c05f8523752ad29334c8a;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::infrastructure/package.json::::version::::version:1.0.0 <-> gatsby::::packages/gatsby-plugin-fullstory/package.json::::version::::version:1.0.0;packages/gatsby-plugin-fullstory/package.json;gatsby::::packages/gatsby-plugin-fullstory/package.json::::version(location: 3);git show 6891be7050c5d6a93c1c20658b7ed8d297ef440b -- packages/gatsby-plugin-fullstory/package.json;yes;file version changed
79253632660f4f94258c71569da8952c69024fe2;6121bb0668a0d5082ddd96bd1c9bb30d11f8de28;fba88f68d07a623229aa0c5975f2b9dd;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/babel-preset-gatsby/package.json::::peerDependencies::::@babel/core::::@babel/core:^7.0.0 <-> gatsby::::packages/gatsby-transformer-remark/package.json::::devDependencies::::@babel/core::::@babel/core:^7.0.0;packages/gatsby-transformer-remark/package.json;gatsby::::packages/gatsby-transformer-remark/package.json::::devDependencies::::@babel/core(location: 34);git show 79253632660f4f94258c71569da8952c69024fe2 -- packages/gatsby-transformer-remark/package.json;yes;library version changed
214b0bea56dfa890ec8efde53e7f0154ef530801;223c23915886a8ee9492ab70c3dbeb2f1a93d5e4;9c978fd3568843b1f0efdd06d757a3f6;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-source-drupal/package.json::::dependencies::::gatsby-source-filesystem::::gatsby-source-filesystem:^2.1.28 <-> gatsby::::starters/blog/package.json::::dependencies::::gatsby-source-filesystem::::gatsby-source-filesystem:^2.1.28;packages/gatsby-source-drupal/package.json;gatsby::::packages/gatsby-source-drupal/package.json::::dependencies::::gatsby-source-filesystem(location: 14);git show 214b0bea56dfa890ec8efde53e7f0154ef530801 -- packages/gatsby-source-drupal/package.json;yes;library version changed
1327daa7da44737a177b128639f27c23cbaee148;e0f35de43541f1de0fcbf796e2a5557016dbd572;0e7ab2524aa8ac11e801241bea21a9d7;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-source-shopify/package.json::::dependencies::::babel-preset-gatsby-package::::babel-preset-gatsby-package:^0.13.0-next.0 <-> gatsby::::packages/gatsby-source-wordpress/package.json::::devDependencies::::babel-preset-gatsby-package::::babel-preset-gatsby-package:^0.13.0-next.0;packages/gatsby-source-wordpress/package.json;gatsby::::packages/gatsby-source-wordpress/package.json::::devDependencies::::babel-preset-gatsby-package(location: 57);git show 1327daa7da44737a177b128639f27c23cbaee148 -- packages/gatsby-source-wordpress/package.json;yes;library version changed
3afad785703a90e1835f3a57740b3607d8676453;889941f9a91aa85bca9415f14004daee63f99c05;e6e297e58db19b1a7b4f84b8aea8a2b7;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-plugin-sitemap/package.json::::version::::version:2.0.9 <-> gatsby::::packages/gatsby-transformer-xml/package.json::::version::::version:2.0.9;packages/gatsby-plugin-sitemap/package.json;gatsby::::packages/gatsby-plugin-sitemap/package.json::::version(location: 4);git show 3afad785703a90e1835f3a57740b3607d8676453 -- packages/gatsby-plugin-sitemap/package.json;yes;file version changed
497971cdf86f7b37a5dc9ccd959bf12b6b231693;bfdc20a894f22715358ddb7430beb70ec474920d;0c46a44ad9391c308caf264df9450119;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;gatsby::::packages/gatsby-admin/package.json::::dependencies::::gatsby::::gatsby:^2.20.36 <-> gatsby::::starters/blog/package.json::::dependencies::::gatsby::::gatsby:^2.20.36;packages/gatsby-admin/package.json;gatsby::::packages/gatsby-admin/package.json::::dependencies::::gatsby(location: 11);git show 497971cdf86f7b37a5dc9ccd959bf12b6b231693 -- packages/gatsby-admin/package.json;yes;library version changed
